tox_cas_edf_id,tox_chemical_name,tox_references,tox_toxicity,tox_category
56-23-5,CARBON TETRACHLORIDE,P65,cancer,recognized
56-23-5,CARBON TETRACHLORIDE,RTECS,endocrine,suspected
56-23-5,CARBON TETRACHLORIDE,RTECS,respiratory,suspected
56-23-5,CARBON TETRACHLORIDE,RTECS,skin sense,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,"BKH, EPA-SDWA, RTECS",endocrine,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,EPA-TRI,immunotoxicity,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,EPA-TRI,kidney,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,"HAZMAP, RTECS",respiratory,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,JANK,developmental,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,RTECS,cardiovascular blood,suspected
56-35-9,BIS(TRIBUTYLTIN) OXIDE,RTECS,neurotoxicity,suspected
56-38-2,PARATHION,"DAN, DPR-CIP, EPA-HEN, HAZMAP, MASL, RTECS",neurotoxicity,suspected
56-38-2,PARATHION,"EPA-HEN, IRIS, OPP-CAN",cancer,suspected
56-38-2,PARATHION,"EPA-HEN, RTECS",cardiovascular blood,suspected
56-38-2,PARATHION,"EPA-HEN, RTECS",respiratory,suspected
56-38-2,PARATHION,"EPA-HEN, RTECS",skin sense,suspected
56-38-2,PARATHION,EPA-SARA,developmental,suspected
56-38-2,PARATHION,EPA-SARA,reproductive,suspected
56-38-2,PARATHION,"EPA-SDWA, IL-EPA, JNIHS, KEIT",endocrine,suspected
56-49-5,3-METHYLCHLORANTHRENE,BRUC,endocrine,suspected
56-49-5,3-METHYLCHLORANTHRENE,"LADO, RTECS",skin sense,suspected
56-49-5,3-METHYLCHLORANTHRENE,P65,cancer,recognized
56-49-5,3-METHYLCHLORANTHRENE,RTECS,cardiovascular blood,suspected
56-53-1,DIETHYLSTILBESTROL,IL-EPA,endocrine,suspected
56-53-1,DIETHYLSTILBESTROL,IPCS,immunotoxicity,suspected
56-53-1,DIETHYLSTILBESTROL,MALA,cardiovascular blood,suspected
56-53-1,DIETHYLSTILBESTROL,NTP-R,reproductive,suspected
56-53-1,DIETHYLSTILBESTROL,P65,cancer,recognized
56-53-1,DIETHYLSTILBESTROL,P65,developmental,recognized
56-53-1,DIETHYLSTILBESTROL,RTECS,gastrointestinal liver,suspected
56-53-1,DIETHYLSTILBESTROL,RTECS,kidney,suspected
56-53-1,DIETHYLSTILBESTROL,RTECS,neurotoxicity,suspected
56-53-1,DIETHYLSTILBESTROL,RTECS,skin sense,suspected
56-54-2,QUINIDINE,HAZMAP,immunotoxicity,suspected
56-54-2,QUINIDINE,HAZMAP,skin sense,suspected
56-54-2,QUINIDINE,MALA,cardiovascular blood,suspected
56-55-3,BENZ(A)ANTHRACENE,P65,cancer,recognized
56-57-5,4 NQO,RTECS,gastrointestinal liver,suspected
56-57-5,4 NQO,RTECS,musculoskeletal,suspected
56-57-5,4 NQO,RTECS,skin sense,suspected
56-72-4,COUMAPHOS,DPR-CIP,neurotoxicity,suspected
56-75-7,CHLORAMPHENICOL,"HARV, HAZMAP",skin sense,suspected
56-75-7,CHLORAMPHENICOL,HAZMAP,immunotoxicity,suspected
56-75-7,CHLORAMPHENICOL,JANK,developmental,suspected
56-75-7,CHLORAMPHENICOL,"KLAA, MALA, RTECS",cardiovascular blood,suspected
56-75-7,CHLORAMPHENICOL,P65,cancer,recognized
56-75-7,CHLORAMPHENICOL,RTECS,gastrointestinal liver,suspected
56-75-7,CHLORAMPHENICOL,RTECS,neurotoxicity,suspected
56-75-7,CHLORAMPHENICOL,RTECS,respiratory,suspected
56-81-5,GLYCERIN MIST,KLAA,cardiovascular blood,suspected
56-81-5,GLYCERIN MIST,RTECS,gastrointestinal liver,suspected
56-81-5,GLYCERIN MIST,RTECS,neurotoxicity,suspected
56030-56-9,"2,2',3,4,4',6-Hexachlorobiphenyl",P65-MC,cancer,recognized
56030-56-9,"2,2',3,4,4',6-Hexachlorobiphenyl",P65-MC,developmental,recognized
56073-10-0,BRODIFACOUM,RTECS,cardiovascular blood,suspected
56073-10-0,BRODIFACOUM,RTECS,neurotoxicity,suspected
56073-10-0,BRODIFACOUM,RTECS,skin sense,suspected
563-12-2,ETHION,"ATSDR, DPR-CIP, MASL, RTECS",neurotoxicity,suspected
563-47-3,3-CHLORO-2-METHYL-1-PROPENE,P65,cancer,recognized
563-47-3,3-CHLORO-2-METHYL-1-PROPENE,RTECS,gastrointestinal liver,suspected
563-80-4,METHYL ISOPROPYL KETONE,DAN,neurotoxicity,suspected
5634-39-9,IODINATED GLYCEROL,CPDB,cancer,suspected
5634-39-9,IODINATED GLYCEROL,RTECS,endocrine,suspected
5634-39-9,IODINATED GLYCEROL,RTECS,kidney,suspected
56391-57-2,NETILMICIN SULFATE,P65,developmental,recognized
564-25-0,DOXYCYCLINE,P65,developmental,recognized
564-25-0,DOXYCYCLINE,RTECS,immunotoxicity,suspected
564-25-0,DOXYCYCLINE,RTECS,musculoskeletal,suspected
56558-16-8,"2,2',4,6,6'-PENTACHLOROBIPHENYL (PCB-104)",P65-MC,cancer,recognized
56558-16-8,"2,2',4,6,6'-PENTACHLOROBIPHENYL (PCB-104)",P65-MC,developmental,recognized
56558-17-9,"2,3',4,4',6-Pentachlorobiphenyl",P65-MC,cancer,recognized
56558-17-9,"2,3',4,4',6-Pentachlorobiphenyl",P65-MC,developmental,recognized
56558-18-0,"2,3',4,5',6-Pentachlorobiphenyl",P65-MC,cancer,recognized
56558-18-0,"2,3',4,5',6-Pentachlorobiphenyl",P65-MC,developmental,recognized
56795-65-4,1-butylhydrazine hydrochloride,P65-CAND,cancer,suspected
569-57-3,CHLOROTRIANISENE,P65,cancer,recognized
569-61-9,C.I. BASIC RED 9 MONOHYDROCHLORIDE,P65,cancer,recognized
569-61-9,C.I. BASIC RED 9 MONOHYDROCHLORIDE,RTECS,endocrine,suspected
569-61-9,C.I. BASIC RED 9 MONOHYDROCHLORIDE,RTECS,gastrointestinal liver,suspected
569-64-2,C.I. BASIC GREEN 4,NTP-HS,skin sense,suspected
57-12-5,CYANIDE,"BENO, STAC",cardiovascular blood,suspected
57-12-5,CYANIDE,"DAN, EPA-SARA, KLAA, LU",neurotoxicity,suspected
57-12-5,CYANIDE,EPA-SARA,developmental,suspected
57-12-5,CYANIDE,MERCK,kidney,suspected
57-13-6,UREA,RTECS,cardiovascular blood,suspected
57-13-6,UREA,RTECS,gastrointestinal liver,suspected
57-13-6,UREA,RTECS,neurotoxicity,suspected
57-14-7,"1,1-DIMETHYL HYDRAZINE","AEGL, EPA-SARA, RTECS",neurotoxicity,suspected
57-14-7,"1,1-DIMETHYL HYDRAZINE","ATSDR, EPA-HEN, RTECS",gastrointestinal liver,suspected
57-14-7,"1,1-DIMETHYL HYDRAZINE","EPA-HEN, HAZMAP, RTECS",respiratory,suspected
57-14-7,"1,1-DIMETHYL HYDRAZINE","EPA-HEN, HAZMAP, RTECS",skin sense,suspected
57-14-7,"1,1-DIMETHYL HYDRAZINE","HAZMAP, RTECS",cardiovascular blood,suspected
57-14-7,"1,1-DIMETHYL HYDRAZINE",P65,cancer,recognized
57-24-9,STRYCHNINE,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
57-24-9,STRYCHNINE,RTECS,cardiovascular blood,suspected
57-33-0,PENTOBARBITAL SODIUM,EPA-TRI,reproductive,suspected
57-33-0,PENTOBARBITAL SODIUM,"EPA-TRI, RTECS",neurotoxicity,suspected
57-33-0,PENTOBARBITAL SODIUM,P65,developmental,recognized
57-41-0,PHENYTOIN,"EPA-TRI, RTECS",neurotoxicity,suspected
57-41-0,PHENYTOIN,P65,cancer,recognized
57-41-0,PHENYTOIN,P65,developmental,recognized
57-41-0,PHENYTOIN,RTECS,cardiovascular blood,suspected
57-41-0,PHENYTOIN,RTECS,gastrointestinal liver,suspected
57-41-0,PHENYTOIN,RTECS,kidney,suspected
57-41-0,PHENYTOIN,RTECS,respiratory,suspected
57-41-0,PHENYTOIN,RTECS,skin sense,suspected
57-47-6,PHYSOSTIGMINE,RTECS,cardiovascular blood,suspected
57-47-6,PHYSOSTIGMINE,RTECS,gastrointestinal liver,suspected
57-47-6,PHYSOSTIGMINE,RTECS,neurotoxicity,suspected
57-47-6,PHYSOSTIGMINE,RTECS,respiratory,suspected
57-50-1,SUCROSE,RTECS,gastrointestinal liver,suspected
57-50-1,SUCROSE,RTECS,neurotoxicity,suspected
57-50-1,SUCROSE,RTECS,respiratory,suspected
57-53-4,MEPROBAMATE,"MALA, RTECS",cardiovascular blood,suspected
57-53-4,MEPROBAMATE,P65,developmental,recognized
57-53-4,MEPROBAMATE,RTECS,gastrointestinal liver,suspected
57-53-4,MEPROBAMATE,RTECS,neurotoxicity,suspected
57-53-4,MEPROBAMATE,RTECS,respiratory,suspected
57-53-4,MEPROBAMATE,RTECS,skin sense,suspected
57-55-6,PROPYLENE GLYCOL,ATSDR,respiratory,suspected
57-55-6,PROPYLENE GLYCOL,HAZMAP,immunotoxicity,suspected
57-55-6,PROPYLENE GLYCOL,HAZMAP,skin sense,suspected
57-55-6,PROPYLENE GLYCOL,RTECS,neurotoxicity,suspected
57-56-7,HYDRAZINE CARBOXAMIDE,KLAA,cardiovascular blood,suspected
57-57-8,BETA-PROPIOLACTONE,EPA-HEN,respiratory,suspected
57-57-8,BETA-PROPIOLACTONE,"EPA-HEN, HAZMAP, RTECS",skin sense,suspected
57-57-8,BETA-PROPIOLACTONE,"EPA-HEN, RTECS",gastrointestinal liver,suspected
57-57-8,BETA-PROPIOLACTONE,P65,cancer,recognized
57-63-6,ETHINYLESTRADIOL,P65,cancer,recognized
57-63-6,ETHINYLESTRADIOL,RTECS,cardiovascular blood,suspected
57-63-6,ETHINYLESTRADIOL,RTECS,gastrointestinal liver,suspected
57-63-6,ETHINYLESTRADIOL,RTECS,respiratory,suspected
57-68-1,SULFAMETHAZINE,NTP-R,reproductive,suspected
57-68-1,SULFAMETHAZINE,P65-CAND,cancer,suspected
57-68-1,SULFAMETHAZINE,RTECS,endocrine,suspected
57-74-9,CHLORDANE,"ATSDR, EPA-HEN, RTECS",gastrointestinal liver,suspected
57-74-9,CHLORDANE,"ATSDR, EPA-SARA",developmental,suspected
57-74-9,CHLORDANE,"BKH, IL-EPA, JNIHS, WWF",endocrine,suspected
57-74-9,CHLORDANE,"DAN, EPA-HEN, EPA-SARA, RTECS",neurotoxicity,suspected
57-74-9,CHLORDANE,"EPA-HEN, MALA",cardiovascular blood,suspected
57-74-9,CHLORDANE,EPA-SARA,reproductive,suspected
57-74-9,CHLORDANE,MERCK,kidney,suspected
57-74-9,CHLORDANE,P65,cancer,recognized
57-74-9,CHLORDANE,RTECS,respiratory,suspected
57-83-0,PROGESTERONE,P65,cancer,recognized
57-92-1,STREPTOMYCIN,MALA,cardiovascular blood,suspected
57-92-1,STREPTOMYCIN,RTECS,skin sense,suspected
57-97-6,"7,12-DIMETHYLBENZ(A)ANTHRACENE",IPCS,immunotoxicity,suspected
57-97-6,"7,12-DIMETHYLBENZ(A)ANTHRACENE",JANK,reproductive,suspected
57-97-6,"7,12-DIMETHYLBENZ(A)ANTHRACENE","LADO, RTECS",skin sense,suspected
57-97-6,"7,12-DIMETHYLBENZ(A)ANTHRACENE",P65,cancer,recognized
57018-52-7,propylene glycol butyl ether,P65,cancer,recognized
57109-90-7,CLORAZEPATE DIPOTASSIUM,P65,developmental,recognized
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN",ATSDR,gastrointestinal liver,suspected
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN",ATSDR,immunotoxicity,suspected
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN","BKH, WWF",endocrine,suspected
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN",P65-MC,cancer,recognized
57117-41-6,"1,2,3,7,8-PENTACHLORODIBENZOFURAN",P65-MC,cancer,recognized
57117-44-9,"1,2,3,6,7,8-HEXACHLORODIBENZOFURAN",P65-MC,cancer,recognized
5714-22-7,SULFUR PENTAFLUORIDE,HAZMAP,respiratory,suspected
57213-69-1,TRICLOPYR TRIETHYLAMMONIUM SALT,EPA-TRI,kidney,suspected
57465-28-8,"3,3',4,4',5-PENTACHLOROBIPHENYL",P65-MC,cancer,recognized
57465-28-8,"3,3',4,4',5-PENTACHLOROBIPHENYL",P65-MC,developmental,recognized
575-74-6,Buclosamide,HAZMAP,immunotoxicity,suspected
575-74-6,Buclosamide,HAZMAP,skin sense,suspected
57573-52-1,4-Methylbenzenediazonium and its salts,P65-CAND,cancer,suspected
576-26-1,"2,6-DIMETHYLPHENOL",EPA-TRI,gastrointestinal liver,suspected
576-26-1,"2,6-DIMETHYLPHENOL",EPA-TRI,kidney,suspected
576-26-1,"2,6-DIMETHYLPHENOL",RTECS,neurotoxicity,suspected
576-26-1,"2,6-DIMETHYLPHENOL",RTECS,respiratory,suspected
57653-85-7,"1,2,3,6,7,8-HEXACHLORODIBENZO-P-DIOXIN",P65-MC,cancer,recognized
57693-14-8,"CHROMATE(3-), BIS(3-HYDROXY-4-((2-HYDROXY-1-NAPHTHALENEYL)AZO)-7-NITRO-1-NAPHTH- ALENESULFONATO(3-))-, TRISODIUM",P65-MC,cancer,recognized
577-11-7,"1,4-BIS(2-ETHYLHEXYL) SODIUM SULFOSUCCINATE",RTECS,neurotoxicity,suspected
57835-92-4,4-NITROPYRENE,P65,cancer,recognized
57852-57-0,IDARUBICIN HYDROCHLORIDE,P65,developmental,recognized
57852-57-0,IDARUBICIN HYDROCHLORIDE,P65,reproductive,recognized
58-08-2,CAFFEINE,RTECS,cardiovascular blood,suspected
58-08-2,CAFFEINE,RTECS,gastrointestinal liver,suspected
58-08-2,CAFFEINE,RTECS,kidney,suspected
58-08-2,CAFFEINE,RTECS,musculoskeletal,suspected
58-08-2,CAFFEINE,RTECS,neurotoxicity,suspected
58-08-2,CAFFEINE,RTECS,respiratory,suspected
58-14-0,PYRIMETHAMINE,P65,developmental,recognized
58-14-0,PYRIMETHAMINE,RTECS,neurotoxicity,suspected
58-15-1,AMIDOPYRINE,HARV,skin sense,suspected
58-15-1,AMIDOPYRINE,MALA,cardiovascular blood,suspected
58-15-1,AMIDOPYRINE,RTECS,neurotoxicity,suspected
58-15-1,AMIDOPYRINE,RTECS,respiratory,suspected
58-18-4,METHYLTESTOSTERONE,P65,developmental,recognized
58-18-4,METHYLTESTOSTERONE,RTECS,gastrointestinal liver,suspected
58-20-8,TESTOSTERONE CYPIONATE,P65,developmental,recognized
58-22-0,TESTOSTERONE AND ITS ESTERS,P65,cancer,recognized
58-25-3,CHLORDIAZEPOXIDE,P65,developmental,recognized
58-25-3,CHLORDIAZEPOXIDE,RTECS,neurotoxicity,suspected
58-36-6,"10,10'-BIS(PHENOXYARSINYL) OXIDE",RTECS,neurotoxicity,suspected
58-36-6,"10,10'-BIS(PHENOXYARSINYL) OXIDE",RTECS,respiratory,suspected
58-36-6,"10,10'-BIS(PHENOXYARSINYL) OXIDE",RTECS,skin sense,suspected
58-54-8,ETHACRYNIC ACID,MALA,cardiovascular blood,suspected
58-54-8,ETHACRYNIC ACID,RTECS,kidney,suspected
58-54-8,ETHACRYNIC ACID,RTECS,skin sense,suspected
58-55-9,THEOPHYLLINE,NTP-R,reproductive,suspected
58-55-9,THEOPHYLLINE,RTECS,cardiovascular blood,suspected
58-55-9,THEOPHYLLINE,RTECS,endocrine,suspected
58-55-9,THEOPHYLLINE,RTECS,gastrointestinal liver,suspected
58-55-9,THEOPHYLLINE,RTECS,neurotoxicity,suspected
58-55-9,THEOPHYLLINE,RTECS,respiratory,suspected
58-89-9,GAMMA-LINDANE,"ATSDR, EPA-HEN, RTECS",immunotoxicity,suspected
58-89-9,GAMMA-LINDANE,"ATSDR, EPA-SARA",developmental,suspected
58-89-9,GAMMA-LINDANE,"BKH, JNIHS, KEIT, WWF",endocrine,suspected
58-89-9,GAMMA-LINDANE,"DAN, EPA-HEN, EVAN, RTECS",neurotoxicity,suspected
58-89-9,GAMMA-LINDANE,"EPA-HEN, HAZMAP, MALA, RTECS",cardiovascular blood,suspected
58-89-9,GAMMA-LINDANE,"EPA-HEN, RTECS",gastrointestinal liver,suspected
58-89-9,GAMMA-LINDANE,"EPA-HEN, RTECS",respiratory,suspected
58-89-9,GAMMA-LINDANE,"EPA-SARA, FRAZIER, JANK",reproductive,suspected
58-89-9,GAMMA-LINDANE,"HARV, RTECS",skin sense,suspected
58-89-9,GAMMA-LINDANE,"KLAA, MERCK, OEHHA-CREL",kidney,suspected
58-89-9,GAMMA-LINDANE,P65,cancer,recognized
5803-51-0,"2,5-DIMETHOXY-4'-AMINOSTILBENE","CPDB, P65-CAND",cancer,suspected
581-89-5,2-NITRONAPHTHALENE,HAZMAP,cardiovascular blood,suspected
581-89-5,2-NITRONAPHTHALENE,RTECS,gastrointestinal liver,suspected
581-89-5,2-NITRONAPHTHALENE,RTECS,kidney,suspected
58138-08-2,"(RS)-2-(3,5-DICHLOROPHENYL)-2-(2,2,2-TRICHLOROETHYL)OXIRANE",JANK,reproductive,suspected
58138-08-2,"(RS)-2-(3,5-DICHLOROPHENYL)-2-(2,2,2-TRICHLOROETHYL)OXIRANE",OPP-CAN,cancer,suspected
583-60-8,O-METHYLCYOHEXANONE,"DAN, HAZMAP",neurotoxicity,suspected
584-79-2,ALLETHRIN,LADO,cardiovascular blood,suspected
584-79-2,ALLETHRIN,RTECS,neurotoxicity,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE","DOSS, EPA-HEN, RTECS",gastrointestinal liver,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE","EEC, EPA-HEN, HAZMAP, OEHHA-CREL, RTECS",respiratory,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE","EEC, HAZMAP, SNCI",immunotoxicity,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE","EPA-HEN, HAZMAP, KLAA, RTECS",skin sense,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE","EPA-HEN, RTECS",neurotoxicity,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE","LADO, MALA",cardiovascular blood,suspected
584-84-9,"TOLUENE-2,4-DIISOCYANATE",P65-MC,cancer,recognized
585-34-2,3-TERT-BUTYLPHENOL,JNIHS,endocrine,suspected
5873-54-1,"BENZENE, 1-ISOCYANATO-2-((4-ISOCYANATOPHENYL)METHYL)- (9CI)",SNCI,immunotoxicity,suspected
59-05-2,METHOTREXATE,"KLAA, MERCK",kidney,suspected
59-05-2,METHOTREXATE,P65,developmental,recognized
59-05-2,METHOTREXATE,RTECS,cardiovascular blood,suspected
59-05-2,METHOTREXATE,RTECS,gastrointestinal liver,suspected
59-05-2,METHOTREXATE,RTECS,neurotoxicity,suspected
59-05-2,METHOTREXATE,RTECS,respiratory,suspected
59-05-2,METHOTREXATE,RTECS,skin sense,suspected
59-23-4,GALACTOSE,LU,skin sense,suspected
59-50-7,4-CHLOR-M-CRESOL,NAP,immunotoxicity,suspected
59-66-5,ACETAZOLAMIDE,MALA,cardiovascular blood,suspected
59-66-5,ACETAZOLAMIDE,P65,developmental,recognized
59-66-5,ACETAZOLAMIDE,RTECS,respiratory,suspected
59-67-6,3-CARBOXYLPYRIDINE,RTECS,cardiovascular blood,suspected
59-87-0,NITROFURAZONE,HAZMAP,immunotoxicity,suspected
59-87-0,NITROFURAZONE,"HAZMAP, RTECS",skin sense,suspected
59-87-0,NITROFURAZONE,"JANK, NTP-R",reproductive,suspected
59-87-0,NITROFURAZONE,P65,cancer,recognized
59-87-0,NITROFURAZONE,RTECS,gastrointestinal liver,suspected
59-88-1,PHENYLHYDRAZINE HYDROCHLORIDE,RTECS,respiratory,suspected
59-89-2,N-NITROSOMORPHOLINE,EPA-SARA,developmental,suspected
59-89-2,N-NITROSOMORPHOLINE,P65,cancer,recognized
59-89-2,N-NITROSOMORPHOLINE,RTECS,gastrointestinal liver,suspected
59-89-2,N-NITROSOMORPHOLINE,RTECS,respiratory,suspected
59-92-7,Levodopa,P65,developmental,recognized
59-92-7,Levodopa,RTECS,gastrointestinal liver,suspected
59-92-7,Levodopa,RTECS,neurotoxicity,suspected
59-92-7,Levodopa,RTECS,respiratory,suspected
59-92-7,Levodopa,RTECS,skin sense,suspected
59-96-1,PHENOXYBENZAMINE,P65,cancer,recognized
590-21-6,"1-PROPENE, 1-CHLORO-",RTECS,gastrointestinal liver,suspected
590-86-3,"BUTYRALDEHYDE, 3-METHYL-",RTECS,neurotoxicity,suspected
590-86-3,"BUTYRALDEHYDE, 3-METHYL-",RTECS,respiratory,suspected
590-86-3,"BUTYRALDEHYDE, 3-METHYL-",RTECS,skin sense,suspected
590-96-5,METHYLAZOXYMETHANOL,P65,cancer,recognized
5902-51-2,TERBACIL,EPA-TRI,gastrointestinal liver,suspected
5902-51-2,TERBACIL,P65,developmental,recognized
591-27-5,1-AMINO-3-HYDROXYBENZENE,RTECS,neurotoxicity,suspected
591-27-5,1-AMINO-3-HYDROXYBENZENE,RTECS,respiratory,suspected
591-78-6,METHYL N-BUTYL KETONE,"DAN, FELD, HAZMAP, KLAA, LU, RTECS, ZAKR",neurotoxicity,suspected
591-78-6,METHYL N-BUTYL KETONE,RTECS,gastrointestinal liver,suspected
591-78-6,METHYL N-BUTYL KETONE,RTECS,skin sense,suspected
59122-46-2,"(+-)-METHYL (1R,2R,3R)-3-HYDROXY-2-((E)-(4RS)-4-HYDROXY-4-METHYL-1-OCTENYL)-5- -OXOCYCLOPENTANEHEPTANOATE",P65,developmental,recognized
59122-46-2,"(+-)-METHYL (1R,2R,3R)-3-HYDROXY-2-((E)-(4RS)-4-HYDROXY-4-METHYL-1-OCTENYL)-5- -OXOCYCLOPENTANEHEPTANOATE",RTECS,gastrointestinal liver,suspected
59122-46-2,"(+-)-METHYL (1R,2R,3R)-3-HYDROXY-2-((E)-(4RS)-4-HYDROXY-4-METHYL-1-OCTENYL)-5- -OXOCYCLOPENTANEHEPTANOATE",RTECS,neurotoxicity,suspected
592-04-1,MERCURIC CYANIDE,P65-MC,developmental,recognized
592-04-1,MERCURIC CYANIDE,RTECS,gastrointestinal liver,suspected
592-04-1,MERCURIC CYANIDE,RTECS,kidney,suspected
592-04-1,MERCURIC CYANIDE,RTECS,neurotoxicity,suspected
592-62-1,METHYLAZOXYMETHANOL ACETATE,P65,cancer,recognized
592-62-1,METHYLAZOXYMETHANOL ACETATE,RTECS,gastrointestinal liver,suspected
592-84-7,BUTYL FORMATE,RTECS,neurotoxicity,suspected
592-84-7,BUTYL FORMATE,RTECS,respiratory,suspected
592-84-7,BUTYL FORMATE,RTECS,skin sense,suspected
592-85-8,MERCURIC THIOCYANATE,P65-MC,developmental,recognized
592-87-0,LEAD THIOCYANATE,P65-MC,cancer,recognized
592-87-0,LEAD THIOCYANATE,P65-MC,developmental,recognized
592-87-0,LEAD THIOCYANATE,P65-MC,reproductive,recognized
59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl",P65-MC,cancer,recognized
59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl",P65-MC,developmental,recognized
59291-65-5,"2,3',4,4',5',6-Hexachlorobiphenyl",P65-MC,cancer,recognized
59291-65-5,"2,3',4,4',5',6-Hexachlorobiphenyl",P65-MC,developmental,recognized
593-60-2,VINYL BROMIDE,"DAN, EPA-HEN",neurotoxicity,suspected
593-60-2,VINYL BROMIDE,"EPA-HEN, OEHHA-CREL",gastrointestinal liver,suspected
593-60-2,VINYL BROMIDE,P65,cancer,recognized
593-74-8,DIMETHYL MERCURY,IPCS,immunotoxicity,suspected
593-74-8,DIMETHYL MERCURY,P65-MC,cancer,recognized
593-74-8,DIMETHYL MERCURY,P65-MC,developmental,recognized
59333-67-4,FLUOXETINE HYDROCHLORIDE,CERHR,developmental,suspected
59333-67-4,FLUOXETINE HYDROCHLORIDE,CERHR,reproductive,suspected
594-42-3,PERCHLOROMETHYL MERCAPTAN,HAZMAP,respiratory,suspected
594-42-3,PERCHLOROMETHYL MERCAPTAN,NTP-HS,skin sense,suspected
594-72-9,"1,1-DICHLORO-1-NITROETHANE","HAZMAP, RTECS",respiratory,suspected
594-72-9,"1,1-DICHLORO-1-NITROETHANE",RTECS,neurotoxicity,suspected
594-72-9,"1,1-DICHLORO-1-NITROETHANE",RTECS,skin sense,suspected
59467-96-8,MIDAZOLAM HYDROCHLORIDE,P65,developmental,recognized
595-33-5,MEGESTROL ACETATE,P65,developmental,recognized
59536-65-1,FIREMASTER BP-6,P65-MC,cancer,recognized
59536-65-1,FIREMASTER BP-6,P65-MC,developmental,recognized
59536-65-1,FIREMASTER BP-6,RTECS,cardiovascular blood,suspected
59536-65-1,FIREMASTER BP-6,RTECS,gastrointestinal liver,suspected
59669-26-0,THIODICARB,"DPR-CIP, EPA-TRI",neurotoxicity,suspected
59669-26-0,THIODICARB,EPA-TRI,cardiovascular blood,suspected
59669-26-0,THIODICARB,P65,cancer,recognized
597-31-9,"2,2-DIMETHYL-3-HYDROXYPROPANAL",RTECS,neurotoxicity,suspected
597-64-8,TETRAETHYLTIN,RTECS,neurotoxicity,suspected
598-55-0,METHYL CARBAMATE,P65,cancer,recognized
598-55-0,METHYL CARBAMATE,RTECS,gastrointestinal liver,suspected
598-55-0,METHYL CARBAMATE,RTECS,skin sense,suspected
598-63-0,"Carbonic acid, lead(2+) salt (1:1)",RTECS,gastrointestinal liver,suspected
598-63-0,"Carbonic acid, lead(2+) salt (1:1)",RTECS,kidney,suspected
598-63-0,"Carbonic acid, lead(2+) salt (1:1)",RTECS,neurotoxicity,suspected
598-78-7,2-CHLOROPROPIONIC,RTECS,kidney,suspected
598-78-7,2-CHLOROPROPIONIC,RTECS,neurotoxicity,suspected
598-78-7,2-CHLOROPROPIONIC,RTECS,skin sense,suspected
59865-13-3,CYCLOSPORIN A,"KLAA, RTECS",gastrointestinal liver,suspected
59865-13-3,CYCLOSPORIN A,"MERCK, RTECS",kidney,suspected
59865-13-3,CYCLOSPORIN A,NTP-C,cancer,suspected
59865-13-3,CYCLOSPORIN A,RTECS,cardiovascular blood,suspected
59865-13-3,CYCLOSPORIN A,RTECS,endocrine,suspected
59865-13-3,CYCLOSPORIN A,RTECS,neurotoxicity,suspected
59865-13-3,CYCLOSPORIN A,RTECS,respiratory,suspected
59865-13-3,CYCLOSPORIN A,RTECS,skin sense,suspected
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,HAZMAP,immunotoxicity,suspected
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,"HAZMAP, RTECS",skin sense,suspected
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,"KLAA, RTECS",kidney,suspected
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,RTECS,gastrointestinal liver,suspected
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,RTECS,neurotoxicity,suspected
5989-27-5,(+)-4-ISOPROPENYL-1-METHYLCYCLOHEXENE,RTECS,respiratory,suspected
599-79-1,SALICYLAZOSULFAPYRIDINE,P65,cancer,recognized
599-79-1,SALICYLAZOSULFAPYRIDINE,P65,reproductive,recognized
599-79-1,SALICYLAZOSULFAPYRIDINE,RTECS,cardiovascular blood,suspected
599-79-1,SALICYLAZOSULFAPYRIDINE,RTECS,gastrointestinal liver,suspected
599-79-1,SALICYLAZOSULFAPYRIDINE,RTECS,neurotoxicity,suspected
599-79-1,SALICYLAZOSULFAPYRIDINE,RTECS,respiratory,suspected
